,ID,Prompt,Representations,Auto_assessment,Task,Task_specific_label,img2img_instructions,Linked_prompts
1508,1509,a fire hydrant and a sandwich,"fire hydrant, sandwich",True,Controlled multiple objects,,,"1923,1939"
1509,1510,a surfboard and a cow,"surfboard, cow",True,Controlled multiple objects,,,"1928,1889"
1510,1511,a book and a backpack,"book, backpack",True,Controlled multiple objects,,,"1924,1942"
1511,1512,a spoon and a bowl,"spoon, bowl",True,Controlled multiple objects,,,"1861,1903"
1512,1513,a hat and a shoe,"hat, shoe",True,Controlled multiple objects,,,"2003,1991"
1513,1514,a toothbrush and a donut,"toothbrush, donut",True,Controlled multiple objects,,,"1813,1927"
1514,1515,an orange and an apple,"orange, apple",True,Controlled multiple objects,,,"2045,1825"
1515,1516,a cup and a bottle,"cup, bottle",True,Controlled multiple objects,,,"1885,1934"
1516,1517,a remote and a carrot,"remote, carrot",True,Controlled multiple objects,,,"1914,1906"
1517,1518,a bird and an umbrella,"bird, umbrella",True,Controlled multiple objects,,,"1837,1907"
1518,1519,a fire hydrant and a sandwich,"fire hydrant, sandwich",True,Controlled multiple objects,,,"1923,1939"
1519,1520,a surfboard and a cow,"surfboard, cow",True,Controlled multiple objects,,,"1928,1889"
1520,1521,a book and a backpack,"book, backpack",True,Controlled multiple objects,,,"1924,1942"
1521,1522,a spoon and a bowl,"spoon, bowl",True,Controlled multiple objects,,,"1861,1903"
1522,1523,a hat and a shoe,"hat, shoe",True,Controlled multiple objects,,,"2003,1991"
1523,1524,a toothbrush and a donut,"toothbrush, donut",True,Controlled multiple objects,,,"1813,1927"
1524,1525,an orange and an apple,"orange, apple",True,Controlled multiple objects,,,"2045,1825"
1525,1526,a cup and a bottle,"cup, bottle",True,Controlled multiple objects,,,"1885,1934"
1526,1527,a remote and a carrot,"remote, carrot",True,Controlled multiple objects,,,"1914,1906"
1527,1528,a bird and an umbrella,"bird, umbrella",True,Controlled multiple objects,,,"1837,1907"
1528,1529,a fire hydrant and a sandwich,"fire hydrant, sandwich",True,Controlled multiple objects,,,"1923,1939"
1529,1530,a surfboard and a cow,"surfboard, cow",True,Controlled multiple objects,,,"1928,1889"
1530,1531,a book and a backpack,"book, backpack",True,Controlled multiple objects,,,"1924,1942"
1531,1532,a spoon and a bowl,"spoon, bowl",True,Controlled multiple objects,,,"1861,1903"
1532,1533,a hat and a shoe,"hat, shoe",True,Controlled multiple objects,,,"2003,1991"
1533,1534,a toothbrush and a donut,"toothbrush, donut",True,Controlled multiple objects,,,"1813,1927"
1534,1535,an orange and an apple,"orange, apple",True,Controlled multiple objects,,,"2045,1825"
1535,1536,a cup and a bottle,"cup, bottle",True,Controlled multiple objects,,,"1885,1934"
1536,1537,a remote and a carrot,"remote, carrot",True,Controlled multiple objects,,,"1914,1906"
1537,1538,a bird and an umbrella,"bird, umbrella",True,Controlled multiple objects,,,"1837,1907"
1538,1539,a fire hydrant and a sandwich,"fire hydrant, sandwich",True,Controlled multiple objects,,,"1923,1939"
1539,1540,a surfboard and a cow,"surfboard, cow",True,Controlled multiple objects,,,"1928,1889"
1540,1541,a book and a backpack,"book, backpack",True,Controlled multiple objects,,,"1924,1942"
1541,1542,a spoon and a bowl,"spoon, bowl",True,Controlled multiple objects,,,"1861,1903"
1542,1543,a hat and a shoe,"hat, shoe",True,Controlled multiple objects,,,"2003,1991"
1543,1544,a toothbrush and a donut,"toothbrush, donut",True,Controlled multiple objects,,,"1813,1927"
1544,1545,an orange and an apple,"orange, apple",True,Controlled multiple objects,,,"2045,1825"
1545,1546,a cup and a bottle,"cup, bottle",True,Controlled multiple objects,,,"1885,1934"
1546,1547,a remote and a carrot,"remote, carrot",True,Controlled multiple objects,,,"1914,1906"
1547,1548,a bird and an umbrella,"bird, umbrella",True,Controlled multiple objects,,,"1837,1907"
1548,1549,a fire hydrant and a sandwich,"fire hydrant, sandwich",True,Controlled multiple objects,,,"1923,1939"
1549,1550,a surfboard and a cow,"surfboard, cow",True,Controlled multiple objects,,,"1928,1889"
1550,1551,a book and a backpack,"book, backpack",True,Controlled multiple objects,,,"1924,1942"
1551,1552,a spoon and a bowl,"spoon, bowl",True,Controlled multiple objects,,,"1861,1903"
1552,1553,a hat and a shoe,"hat, shoe",True,Controlled multiple objects,,,"2003,1991"
1553,1554,a toothbrush and a donut,"toothbrush, donut",True,Controlled multiple objects,,,"1813,1927"
1554,1555,an orange and an apple,"orange, apple",True,Controlled multiple objects,,,"2045,1825"
1555,1556,a cup and a bottle,"cup, bottle",True,Controlled multiple objects,,,"1885,1934"
1556,1557,a remote and a carrot,"remote, carrot",True,Controlled multiple objects,,,"1914,1906"
1557,1558,a bird and an umbrella,"bird, umbrella",True,Controlled multiple objects,,,"1837,1907"
1558,1559,a fire hydrant and a sandwich,"fire hydrant, sandwich",True,Controlled multiple objects,,,"1923,1939"
1559,1560,a surfboard and a cow,"surfboard, cow",True,Controlled multiple objects,,,"1928,1889"
1560,1561,a book and a backpack,"book, backpack",True,Controlled multiple objects,,,"1924,1942"
1561,1562,a spoon and a bowl,"spoon, bowl",True,Controlled multiple objects,,,"1861,1903"
1562,1563,a hat and a shoe,"hat, shoe",True,Controlled multiple objects,,,"2003,1991"
1563,1564,a toothbrush and a donut,"toothbrush, donut",True,Controlled multiple objects,,,"1813,1927"
1564,1565,an orange and an apple,"orange, apple",True,Controlled multiple objects,,,"2045,1825"
1565,1566,a cup and a bottle,"cup, bottle",True,Controlled multiple objects,,,"1885,1934"
1566,1567,a remote and a carrot,"remote, carrot",True,Controlled multiple objects,,,"1914,1906"
1567,1568,a bird and an umbrella,"bird, umbrella",True,Controlled multiple objects,,,"1837,1907"
1568,1569,a fire hydrant and a sandwich,"fire hydrant, sandwich",True,Controlled multiple objects,,,"1923,1939"
1569,1570,a surfboard and a cow,"surfboard, cow",True,Controlled multiple objects,,,"1928,1889"
1570,1571,a book and a backpack,"book, backpack",True,Controlled multiple objects,,,"1924,1942"
1571,1572,a spoon and a bowl,"spoon, bowl",True,Controlled multiple objects,,,"1861,1903"
1572,1573,a hat and a shoe,"hat, shoe",True,Controlled multiple objects,,,"2003,1991"
1573,1574,a toothbrush and a donut,"toothbrush, donut",True,Controlled multiple objects,,,"1813,1927"
1574,1575,an orange and an apple,"orange, apple",True,Controlled multiple objects,,,"2045,1825"
1575,1576,a cup and a bottle,"cup, bottle",True,Controlled multiple objects,,,"1885,1934"
1576,1577,a remote and a carrot,"remote, carrot",True,Controlled multiple objects,,,"1914,1906"
1577,1578,a bird and an umbrella,"bird, umbrella",True,Controlled multiple objects,,,"1837,1907"
1578,1579,a fire hydrant and a sandwich,"fire hydrant, sandwich",True,Controlled multiple objects,,,"1923,1939"
1579,1580,a surfboard and a cow,"surfboard, cow",True,Controlled multiple objects,,,"1928,1889"
1580,1581,a book and a backpack,"book, backpack",True,Controlled multiple objects,,,"1924,1942"
1581,1582,a spoon and a bowl,"spoon, bowl",True,Controlled multiple objects,,,"1861,1903"
1582,1583,a hat and a shoe,"hat, shoe",True,Controlled multiple objects,,,"2003,1991"
1583,1584,a toothbrush and a donut,"toothbrush, donut",True,Controlled multiple objects,,,"1813,1927"
1584,1585,an orange and an apple,"orange, apple",True,Controlled multiple objects,,,"2045,1825"
1585,1586,a cup and a bottle,"cup, bottle",True,Controlled multiple objects,,,"1885,1934"
1586,1587,a remote and a carrot,"remote, carrot",True,Controlled multiple objects,,,"1914,1906"
1587,1588,a bird and an umbrella,"bird, umbrella",True,Controlled multiple objects,,,"1837,1907"
1588,1589,a fire hydrant and a sandwich,"fire hydrant, sandwich",True,Controlled multiple objects,,,"1923,1939"
1589,1590,a surfboard and a cow,"surfboard, cow",True,Controlled multiple objects,,,"1928,1889"
1590,1591,a book and a backpack,"book, backpack",True,Controlled multiple objects,,,"1924,1942"
1591,1592,a spoon and a bowl,"spoon, bowl",True,Controlled multiple objects,,,"1861,1903"
1592,1593,a hat and a shoe,"hat, shoe",True,Controlled multiple objects,,,"2003,1991"
1593,1594,a toothbrush and a donut,"toothbrush, donut",True,Controlled multiple objects,,,"1813,1927"
1594,1595,an orange and an apple,"orange, apple",True,Controlled multiple objects,,,"2045,1825"
1595,1596,a cup and a bottle,"cup, bottle",True,Controlled multiple objects,,,"1885,1934"
1596,1597,a remote and a carrot,"remote, carrot",True,Controlled multiple objects,,,"1914,1906"
1597,1598,a bird and an umbrella,"bird, umbrella",True,Controlled multiple objects,,,"1837,1907"
1598,1599,a fire hydrant and a sandwich,"fire hydrant, sandwich",True,Controlled multiple objects,,,"1923,1939"
1599,1600,a surfboard and a cow,"surfboard, cow",True,Controlled multiple objects,,,"1928,1889"
1600,1601,two books,book,True,Controlled single object counting,2,,1924
1601,1602,two backpacks,backpack,True,Controlled single object counting,2,,1942
1602,1603,four books,book,True,Controlled single object counting,4,,1924
1603,1604,four backpacks,backpack,True,Controlled single object counting,4,,1942
1604,1605,six books,book,True,Controlled single object counting,6,,1924
1605,1606,six backpacks,backpack,True,Controlled single object counting,6,,1942
1606,1607,eight books,book,True,Controlled single object counting,8,,1924
1607,1608,eight backpacks,backpack,True,Controlled single object counting,8,,1942
1608,1609,twelve books,book,True,Controlled single object counting,12,,1924
1609,1610,twelve backpacks,backpack,True,Controlled single object counting,12,,1942
1610,1611,two spoons,spoon,True,Controlled single object counting,2,,1861
1611,1612,two bowls,bowl,True,Controlled single object counting,2,,1903
1612,1613,four spoons,spoon,True,Controlled single object counting,4,,1861
1613,1614,four bowls,bowl,True,Controlled single object counting,4,,1903
1614,1615,six spoons,spoon,True,Controlled single object counting,6,,1861
1615,1616,six bowls,bowl,True,Controlled single object counting,6,,1903
1616,1617,eight spoons,spoon,True,Controlled single object counting,8,,1861
1617,1618,eight bowls,bowl,True,Controlled single object counting,8,,1903
1618,1619,twelve spoons,spoon,True,Controlled single object counting,12,,1861
1619,1620,twelve bowls,bowl,True,Controlled single object counting,12,,1903
1620,1621,two hats,hat,True,Controlled single object counting,2,,2003
1621,1622,two shoes,shoe,True,Controlled single object counting,2,,1991
1622,1623,four hats,hat,True,Controlled single object counting,4,,2003
1623,1624,four shoes,shoe,True,Controlled single object counting,4,,1991
1624,1625,six hats,hat,True,Controlled single object counting,6,,2003
1625,1626,six shoes,shoe,True,Controlled single object counting,6,,1991
1626,1627,eight hats,hat,True,Controlled single object counting,8,,2003
1627,1628,eight shoes,shoe,True,Controlled single object counting,8,,1991
1628,1629,twelve hats,hat,True,Controlled single object counting,12,,2003
1629,1630,twelve shoes,shoe,True,Controlled single object counting,12,,1991
1630,1631,two toothbrushes,toothbrush,True,Controlled single object counting,2,,1813
1631,1632,two donuts,donut,True,Controlled single object counting,2,,1927
1632,1633,four toothbrushes,toothbrush,True,Controlled single object counting,4,,1813
1633,1634,four donuts,donut,True,Controlled single object counting,4,,1927
1634,1635,six toothbrushes,toothbrush,True,Controlled single object counting,6,,1813
1635,1636,six donuts,donut,True,Controlled single object counting,6,,1927
1636,1637,eight toothbrushes,toothbrush,True,Controlled single object counting,8,,1813
1637,1638,eight donuts,donut,True,Controlled single object counting,8,,1927
1638,1639,twelve toothbrushes,toothbrush,True,Controlled single object counting,12,,1813
1639,1640,twelve donuts,donut,True,Controlled single object counting,12,,1927
1640,1641,two oranges,orange,True,Controlled single object counting,2,,2045
1641,1642,two apples,apple,True,Controlled single object counting,2,,1825
1642,1643,four oranges,orange,True,Controlled single object counting,4,,2045
1643,1644,four apples,apple,True,Controlled single object counting,4,,1825
1644,1645,six oranges,orange,True,Controlled single object counting,6,,2045
1645,1646,six apples,apple,True,Controlled single object counting,6,,1825
1646,1647,eight oranges,orange,True,Controlled single object counting,8,,2045
1647,1648,eight apples,apple,True,Controlled single object counting,8,,1825
1648,1649,twelve oranges,orange,True,Controlled single object counting,12,,2045
1649,1650,twelve apples,apple,True,Controlled single object counting,12,,1825
1650,1651,two cups,cup,True,Controlled single object counting,2,,1885
1651,1652,two bottles,bottle,True,Controlled single object counting,2,,1934
1652,1653,four cups,cup,True,Controlled single object counting,4,,1885
1653,1654,four bottles,bottle,True,Controlled single object counting,4,,1934
1654,1655,six cups,cup,True,Controlled single object counting,6,,1885
1655,1656,six bottles,bottle,True,Controlled single object counting,6,,1934
1656,1657,eight cups,cup,True,Controlled single object counting,8,,1885
1657,1658,eight bottles,bottle,True,Controlled single object counting,8,,1934
1658,1659,twelve cups,cup,True,Controlled single object counting,12,,1885
1659,1660,twelve bottles,bottle,True,Controlled single object counting,12,,1934
1660,1661,two remotes,remote,True,Controlled single object counting,2,,1914
1661,1662,two carrots,carrot,True,Controlled single object counting,2,,1906
1662,1663,four remotes,remote,True,Controlled single object counting,4,,1914
1663,1664,four carrots,carrot,True,Controlled single object counting,4,,1906
1664,1665,six remotes,remote,True,Controlled single object counting,6,,1914
1665,1666,six carrots,carrot,True,Controlled single object counting,6,,1906
1666,1667,eight remotes,remote,True,Controlled single object counting,8,,1914
1667,1668,eight carrots,carrot,True,Controlled single object counting,8,,1906
1668,1669,twelve remotes,remote,True,Controlled single object counting,12,,1914
1669,1670,twelve carrots,carrot,True,Controlled single object counting,12,,1906
1670,1671,two birds,bird,True,Controlled single object counting,2,,1837
1671,1672,two umbrellas,umbrella,True,Controlled single object counting,2,,1907
1672,1673,four birds,bird,True,Controlled single object counting,4,,1837
1673,1674,four umbrellas,umbrella,True,Controlled single object counting,4,,1907
1674,1675,six birds,bird,True,Controlled single object counting,6,,1837
1675,1676,six umbrellas,umbrella,True,Controlled single object counting,6,,1907
1676,1677,eight birds,bird,True,Controlled single object counting,8,,1837
1677,1678,eight umbrellas,umbrella,True,Controlled single object counting,8,,1907
1678,1679,twelve birds,bird,True,Controlled single object counting,12,,1837
1679,1680,twelve umbrellas,umbrella,True,Controlled single object counting,12,,1907
1680,1681,two fire hydrants,fire hydrant,True,Controlled single object counting,2,,1923
1681,1682,two sandwiches,sandwich,True,Controlled single object counting,2,,1939
1682,1683,four fire hydrants,fire hydrant,True,Controlled single object counting,4,,1923
1683,1684,four sandwiches,sandwich,True,Controlled single object counting,4,,1939
1684,1685,six fire hydrants,fire hydrant,True,Controlled single object counting,6,,1923
1685,1686,six sandwiches,sandwich,True,Controlled single object counting,6,,1939
1686,1687,eight fire hydrants,fire hydrant,True,Controlled single object counting,8,,1923
1687,1688,eight sandwiches,sandwich,True,Controlled single object counting,8,,1939
1688,1689,twelve fire hydrants,fire hydrant,True,Controlled single object counting,12,,1923
1689,1690,twelve sandwiches,sandwich,True,Controlled single object counting,12,,1939
1690,1691,two surfboards,surfboard,True,Controlled single object counting,2,,1928
1691,1692,two cows,cow,True,Controlled single object counting,2,,1889
1692,1693,four surfboards,surfboard,True,Controlled single object counting,4,,1928
1693,1694,four cows,cow,True,Controlled single object counting,4,,1889
1694,1695,six surfboards,surfboard,True,Controlled single object counting,6,,1928
1695,1696,six cows,cow,True,Controlled single object counting,6,,1889
1696,1697,eight surfboards,surfboard,True,Controlled single object counting,8,,1928
1697,1698,eight cows,cow,True,Controlled single object counting,8,,1889
1698,1699,twelve surfboards,surfboard,True,Controlled single object counting,12,,1928
1699,1700,twelve cows,cow,True,Controlled single object counting,12,,1889
1700,1701,a book,book,True,Controlled single object,,,
1701,1702,a spoon,spoon,True,Controlled single object,,,
1702,1703,a hat,hat,True,Controlled single object,,,
1703,1704,a toothbrush,toothbrush,True,Controlled single object,,,
1704,1705,an orange,orange,True,Controlled single object,,,
1705,1706,a cup,cup,True,Controlled single object,,,
1706,1707,a remote,remote,True,Controlled single object,,,
1707,1708,a bird,bird,True,Controlled single object,,,
1708,1709,a fire hydrant,fire hydrant,True,Controlled single object,,,
1709,1710,a surfboard,surfboard,True,Controlled single object,,,
1710,1711,a book,book,True,Controlled single object,,,
1711,1712,a spoon,spoon,True,Controlled single object,,,
1712,1713,a hat,hat,True,Controlled single object,,,
1713,1714,a toothbrush,toothbrush,True,Controlled single object,,,
1714,1715,an orange,orange,True,Controlled single object,,,
1715,1716,a cup,cup,True,Controlled single object,,,
1716,1717,a remote,remote,True,Controlled single object,,,
1717,1718,a bird,bird,True,Controlled single object,,,
1718,1719,a fire hydrant,fire hydrant,True,Controlled single object,,,
1719,1720,a surfboard,surfboard,True,Controlled single object,,,
1720,1721,a book,book,True,Controlled single object,,,
1721,1722,a spoon,spoon,True,Controlled single object,,,
1722,1723,a hat,hat,True,Controlled single object,,,
1723,1724,a toothbrush,toothbrush,True,Controlled single object,,,
1724,1725,an orange,orange,True,Controlled single object,,,
1725,1726,a cup,cup,True,Controlled single object,,,
1726,1727,a remote,remote,True,Controlled single object,,,
1727,1728,a bird,bird,True,Controlled single object,,,
1728,1729,a fire hydrant,fire hydrant,True,Controlled single object,,,
1729,1730,a surfboard,surfboard,True,Controlled single object,,,
1730,1731,a book,book,True,Controlled single object,,,
1731,1732,a spoon,spoon,True,Controlled single object,,,
1732,1733,a hat,hat,True,Controlled single object,,,
1733,1734,a toothbrush,toothbrush,True,Controlled single object,,,
1734,1735,an orange,orange,True,Controlled single object,,,
1735,1736,a cup,cup,True,Controlled single object,,,
1736,1737,a remote,remote,True,Controlled single object,,,
1737,1738,a bird,bird,True,Controlled single object,,,
1738,1739,a fire hydrant,fire hydrant,True,Controlled single object,,,
1739,1740,a surfboard,surfboard,True,Controlled single object,,,
1740,1741,a book,book,True,Controlled single object,,,
1741,1742,a spoon,spoon,True,Controlled single object,,,
1742,1743,a hat,hat,True,Controlled single object,,,
1743,1744,a toothbrush,toothbrush,True,Controlled single object,,,
1744,1745,an orange,orange,True,Controlled single object,,,
1745,1746,a cup,cup,True,Controlled single object,,,
1746,1747,a remote,remote,True,Controlled single object,,,
1747,1748,a bird,bird,True,Controlled single object,,,
1748,1749,a fire hydrant,fire hydrant,True,Controlled single object,,,
1749,1750,a surfboard,surfboard,True,Controlled single object,,,
1750,1751,a backpack,backpack,True,Controlled single object,,,
1751,1752,a bowl,bowl,True,Controlled single object,,,
1752,1753,a shoe,shoe,True,Controlled single object,,,
1753,1754,a donut,donut,True,Controlled single object,,,
1754,1755,an apple,apple,True,Controlled single object,,,
1755,1756,a bottle,bottle,True,Controlled single object,,,
1756,1757,a carrot,carrot,True,Controlled single object,,,
1757,1758,an umbrella,umbrella,True,Controlled single object,,,
1758,1759,a sandwich,sandwich,True,Controlled single object,,,
1759,1760,a cow,cow,True,Controlled single object,,,
1760,1761,a backpack,backpack,True,Controlled single object,,,
1761,1762,a bowl,bowl,True,Controlled single object,,,
1762,1763,a shoe,shoe,True,Controlled single object,,,
1763,1764,a donut,donut,True,Controlled single object,,,
1764,1765,an apple,apple,True,Controlled single object,,,
1765,1766,a bottle,bottle,True,Controlled single object,,,
1766,1767,a carrot,carrot,True,Controlled single object,,,
1767,1768,an umbrella,umbrella,True,Controlled single object,,,
1768,1769,a sandwich,sandwich,True,Controlled single object,,,
1769,1770,a cow,cow,True,Controlled single object,,,
1770,1771,a backpack,backpack,True,Controlled single object,,,
1771,1772,a bowl,bowl,True,Controlled single object,,,
1772,1773,a shoe,shoe,True,Controlled single object,,,
1773,1774,a donut,donut,True,Controlled single object,,,
1774,1775,an apple,apple,True,Controlled single object,,,
1775,1776,a bottle,bottle,True,Controlled single object,,,
1776,1777,a carrot,carrot,True,Controlled single object,,,
1777,1778,an umbrella,umbrella,True,Controlled single object,,,
1778,1779,a sandwich,sandwich,True,Controlled single object,,,
1779,1780,a cow,cow,True,Controlled single object,,,
1780,1781,a backpack,backpack,True,Controlled single object,,,
1781,1782,a bowl,bowl,True,Controlled single object,,,
1782,1783,a shoe,shoe,True,Controlled single object,,,
1783,1784,a donut,donut,True,Controlled single object,,,
1784,1785,an apple,apple,True,Controlled single object,,,
1785,1786,a bottle,bottle,True,Controlled single object,,,
1786,1787,a carrot,carrot,True,Controlled single object,,,
1787,1788,an umbrella,umbrella,True,Controlled single object,,,
1788,1789,a sandwich,sandwich,True,Controlled single object,,,
1789,1790,a cow,cow,True,Controlled single object,,,
1790,1791,a backpack,backpack,True,Controlled single object,,,
1791,1792,a bowl,bowl,True,Controlled single object,,,
1792,1793,a shoe,shoe,True,Controlled single object,,,
1793,1794,a donut,donut,True,Controlled single object,,,
1794,1795,an apple,apple,True,Controlled single object,,,
1795,1796,a bottle,bottle,True,Controlled single object,,,
1796,1797,a carrot,carrot,True,Controlled single object,,,
1797,1798,an umbrella,umbrella,True,Controlled single object,,,
1798,1799,a sandwich,sandwich,True,Controlled single object,,,
1799,1800,a cow,cow,True,Controlled single object,,,
1800,1801,strawberry,strawberry,True,Single object,,,
1801,1802,blanket,blanket,True,Single object,,,
1802,1803,cabinet,cabinet,True,Single object,,,
1803,1804,carpet,carpet,True,Single object,,,
1804,1805,mug,mug,True,Single object,,,
1805,1806,building,building,True,Single object,,,
1806,1807,snowflake,snowflake,True,Single object,,,
1807,1808,ring,ring,True,Single object,,,
1808,1809,house,house,True,Single object,,,
1809,1810,jar,jar,True,Single object,,,
1810,1811,lamp,lamp,True,Single object,,,
1811,1812,flashlight,flashlight,True,Single object,,,
1812,1813,toothbrush,toothbrush,True,Single object,,,
1813,1814,boat,boat,True,Single object,,,
1814,1815,candy,candy,True,Single object,,,
1815,1816,pillow,pillow,True,Single object,,,
1816,1817,sky,sky,True,Single object,,,
1817,1818,dove,dove,True,Single object,,,
1818,1819,ocean,ocean,True,Single object,,,
1819,1820,star,star,True,Single object,,,
1820,1821,fish,fish,True,Single object,,,
1821,1822,whale,whale,True,Single object,,,
1822,1823,moon,moon,True,Single object,,,
1823,1824,sheep,sheep,True,Single object,,,
1824,1825,apple,apple,True,Single object,,,
1825,1826,car,car,True,Single object,,,
1826,1827,skyscraper,skyscraper,True,Single object,,,
1827,1828,lemon,lemon,True,Single object,,,
1828,1829,sword,sword,True,Single object,,,
1829,1830,violin,violin,True,Single object,,,
1830,1831,cloud,cloud,True,Single object,,,
1831,1832,ice cream,ice cream,True,Single object,,,
1832,1833,snowman,snowman,True,Single object,,,
1833,1834,anchovie,anchovie,True,Single object,,,
1834,1835,tree,tree,True,Single object,,,
1835,1836,knife,knife,True,Single object,,,
1836,1837,bird,bird,True,Single object,,,
1837,1838,elephant,elephant,True,Single object,,,
1838,1839,snake,snake,True,Single object,,,
1839,1840,kiwi,kiwi,True,Single object,,,
1840,1841,headphones,headphones,True,Single object,,,
1841,1842,tile,tile,True,Single object,,,
1842,1843,spider,spider,True,Single object,,,
1843,1844,owl,owl,True,Single object,,,
1844,1845,diamond,diamond,True,Single object,,,
1845,1846,dog,dog,True,Single object,,,
1846,1847,cat,cat,True,Single object,,,
1847,1848,light bulb,light bulb,True,Single object,,,
1848,1849,feather,feather,True,Single object,,,
1849,1850,ladder,ladder,True,Single object,,,
1850,1851,fir tree,fir tree,True,Single object,,,
1851,1852,stone,stone,True,Single object,,,
1852,1853,coin,coin,True,Single object,,,
1853,1854,t-shirt,t-shirt,True,Single object,,,
1854,1855,desk,desk,True,Single object,,,
1855,1856,gorilla,gorilla,True,Single object,,,
1856,1857,medal,medal,True,Single object,,,
1857,1858,mouse,mouse,True,Single object,,,
1858,1859,butterfly,butterfly,True,Single object,,,
1859,1860,brick,brick,True,Single object,,,
1860,1861,spoon,spoon,True,Single object,,,
1861,1862,dragon,dragon,True,Single object,,,
1862,1863,banana,banana,True,Single object,,,
1863,1864,balloon,balloon,True,Single object,,,
1864,1865,giraffe,giraffe,True,Single object,,,
1865,1866,swan,swan,True,Single object,,,
1866,1867,leaf,leaf,True,Single object,,,
1867,1868,mountain,mountain,True,Single object,,,
1868,1869,fork,fork,True,Single object,,,
1869,1870,treehouse,treehouse,True,Single object,,,
1870,1871,screwdriver,screwdriver,True,Single object,,,
1871,1872,pencil,pencil,True,Single object,,,
1872,1873,tennis ball,tennis ball,True,Single object,,,
1873,1874,helicopter,helicopter,True,Single object,,,
1874,1875,clock,clock,True,Single object,,,
1875,1876,shirt,shirt,True,Single object,,,
1876,1877,candle,candle,True,Single object,,,
1877,1878,crown,crown,True,Single object,,,
1878,1879,drum,drum,True,Single object,,,
1879,1880,bicycle,bicycle,True,Single object,,,
1880,1881,sculpture,sculpture,True,Single object,,,
1881,1882,phone,phone,True,Single object,,,
1882,1883,bus,bus,True,Single object,,,
1883,1884,scarf,scarf,True,Single object,,,
1884,1885,cup,cup,True,Single object,,,
1885,1886,belt,belt,True,Single object,,,
1886,1887,tablet,tablet,True,Single object,,,
1887,1888,cactus,cactus,True,Single object,,,
1888,1889,cow,cow,True,Single object,,,
1889,1890,hair drier,hair drier,True,Single object,,,
1890,1891,bear,bear,True,Single object,,,
1891,1892,cake,cake,True,Single object,,,
1892,1893,bench,bench,True,Single object,,,
1893,1894,chair,chair,True,Single object,,,
1894,1895,keyboard,keyboard,True,Single object,,,
1895,1896,kite,kite,True,Single object,,,
1896,1897,airplane,airplane,True,Single object,,,
1897,1898,cell phone,cell phone,True,Single object,,,
1898,1899,skateboard,skateboard,True,Single object,,,
1899,1900,teddy bear,teddy bear,True,Single object,,,
1900,1901,refrigerator,refrigerator,True,Single object,,,
1901,1902,baseball glove,baseball glove,True,Single object,,,
1902,1903,bowl,bowl,True,Single object,,,
1903,1904,zebra,zebra,True,Single object,,,
1904,1905,sink,sink,True,Single object,,,
1905,1906,carrot,carrot,True,Single object,,,
1906,1907,umbrella,umbrella,True,Single object,,,
1907,1908,stop sign,stop sign,True,Single object,,,
1908,1909,scissors,scissors,True,Single object,,,
1909,1910,microwave,microwave,True,Single object,,,
1910,1911,motorcycle,motorcycle,True,Single object,,,
1911,1912,train,train,True,Single object,,,
1912,1913,couch,couch,True,Single object,,,
1913,1914,remote,remote,True,Single object,,,
1914,1915,snowboard,snowboard,True,Single object,,,
1915,1916,hot dog,hot dog,True,Single object,,,
1916,1917,handbag,handbag,True,Single object,,,
1917,1918,truck,truck,True,Single object,,,
1918,1919,mice,mice,True,Single object,,,
1919,1920,dining table,dining table,True,Single object,,,
1920,1921,toilet,toilet,True,Single object,,,
1921,1922,sports ball,sports ball,True,Single object,,,
1922,1923,fire hydrant,fire hydrant,True,Single object,,,
1923,1924,book,book,True,Single object,,,
1924,1925,suitcase,suitcase,True,Single object,,,
1925,1926,frisbee,frisbee,True,Single object,,,
1926,1927,donut,donut,True,Single object,,,
1927,1928,surfboard,surfboard,True,Single object,,,
1928,1929,broccoli,broccoli,True,Single object,,,
1929,1930,pizza,pizza,True,Single object,,,
1930,1931,potted plant,potted plant,True,Single object,,,
1931,1932,wine glass,wine glass,True,Single object,,,
1932,1933,tie,tie,True,Single object,,,
1933,1934,bottle,bottle,True,Single object,,,
1934,1935,laptop,laptop,True,Single object,,,
1935,1936,toaster,toaster,True,Single object,,,
1936,1937,parking meter,parking meter,True,Single object,,,
1937,1938,bed,bed,True,Single object,,,
1938,1939,sandwich,sandwich,True,Single object,,,
1939,1940,tennis racket,tennis racket,True,Single object,,,
1940,1941,traffic light,traffic light,True,Single object,,,
1941,1942,backpack,backpack,True,Single object,,,
1942,1943,vase,vase,True,Single object,,,
1943,1944,kitchen,kitchen,True,Single object,,,
1944,1945,bedroom,bedroom,True,Single object,,,
1945,1946,desert,desert,True,Single object,,,
1946,1947,garden,garden,True,Single object,,,
1947,1948,room,room,True,Single object,,,
1948,1949,cave,cave,True,Single object,,,
1949,1950,city,city,True,Single object,,,
1950,1951,street,street,True,Single object,,,
1951,1952,table,table,True,Single object,,,
1952,1953,lake,lake,True,Single object,,,
1953,1954,stadium,stadium,True,Single object,,,
1954,1955,field,field,True,Single object,,,
1955,1956,beach,beach,True,Single object,,,
1956,1957,fireplace,fireplace,True,Single object,,,
1957,1958,backyard,backyard,True,Single object,,,
1958,1959,cityscape,cityscape,True,Single object,,,
1959,1960,park,park,True,Single object,,,
1960,1961,hallway,hallway,True,Single object,,,
1961,1962,coast,coast,True,Single object,,,
1962,1963,door,door,True,Single object,,,
